user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4,ai_reply
1411,burned_out,I feel completely burned out from work and responsibilities.,7,7.8,6,10,3,light_humor,-0.34,digital_detox,listen_music,deep_breathing,call_friend,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
1412,angry,I'm really upset and it's hard to calm down.,1,4.9,4,8,2,guided_steps,-0.19,mindfulness_exercise,drink_water,short_walk,deep_breathing,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
1413,stressed,I have too many things to finish today and I feel overwhelmed.,8,4.6,4,3,8,guided_steps,0.76,listen_music,mindfulness_exercise,nature_break,stretch_body,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
1414,anxious,I feel nervous about what might happen later today.,5,5.8,3,9,9,quick_exercises,0.99,drink_tea,5_min_meditation,call_friend,gratitude_list,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
1415,burned_out,I have no energy left to deal with anything.,4,7.6,5,9,6,quotes,-0.22,mindfulness_exercise,stretch_body,call_friend,nature_break,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
1416,anxious,I feel nervous about what might happen later today.,9,5.2,5,3,2,quick_exercises,-0.2,call_friend,digital_detox,short_walk,deep_breathing,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
1417,angry,I feel frustrated and irritated about what happened.,6,6.3,2,8,6,quick_exercises,0.86,stretch_body,digital_detox,nature_break,gratitude_list,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
1418,anxious,My heart is racing and I can't calm down.,10,5.0,3,9,5,quick_exercises,0.25,listen_music,short_walk,deep_breathing,gratitude_list,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
1419,sad,Everything feels heavy and I just want to stay quiet.,7,8.2,2,10,5,light_humor,0.92,call_friend,drink_water,write_journal,drink_tea,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
1420,angry,I feel frustrated and irritated about what happened.,3,6.6,9,4,4,light_humor,-0.26,deep_breathing,positive_affirmation,short_walk,nature_break,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
1421,angry,I'm really upset and it's hard to calm down.,9,3.1,3,5,1,quotes,-0.27,drink_tea,nature_break,listen_music,drink_water,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
1422,burned_out,I can't focus anymore and everything feels tiring.,1,8.6,10,8,10,guided_steps,-0.95,5_min_meditation,drink_water,digital_detox,mindfulness_exercise,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
1423,burned_out,I can't focus anymore and everything feels tiring.,9,8.4,9,5,3,suggestions,-0.31,gratitude_list,deep_breathing,nature_break,write_journal,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
1424,lonely,I miss having meaningful conversations.,8,6.2,9,9,7,suggestions,-0.13,digital_detox,mindfulness_exercise,write_journal,drink_tea,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
1425,burned_out,I have no energy left to deal with anything.,6,8.9,3,3,3,quick_exercises,-0.81,drink_water,positive_affirmation,digital_detox,mindfulness_exercise,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
1426,angry,I'm really upset and it's hard to calm down.,4,5.3,9,5,4,guided_steps,-0.16,stretch_body,call_friend,gratitude_list,digital_detox,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
1427,burned_out,I feel exhausted and mentally drained.,8,5.7,4,9,9,suggestions,-0.95,drink_water,mindfulness_exercise,5_min_meditation,nature_break,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
1428,angry,I'm really upset and it's hard to calm down.,7,7.0,1,7,7,quick_exercises,-0.89,gratitude_list,listen_music,drink_tea,deep_breathing,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
1429,anxious,My heart is racing and I can't calm down.,7,3.3,3,9,1,quotes,0.8,mindfulness_exercise,positive_affirmation,drink_tea,5_min_meditation,"Your nervous system is working overtime right now. It's safe to slow down. I recommend these small, grounding exercises to help you feel secure."
1430,overthinking,My brain won't switch off from constant thinking.,5,7.4,5,7,10,light_humor,-0.82,call_friend,stretch_body,drink_tea,mindfulness_exercise,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
1431,sad,I feel really low today and don't have motivation.,6,4.1,4,8,7,suggestions,-0.33,5_min_meditation,gratitude_list,drink_water,call_friend,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
1432,sad,Everything feels heavy and I just want to stay quiet.,9,7.5,8,10,7,quotes,-0.06,deep_breathing,short_walk,listen_music,nature_break,I'm so sorry you're feeling this weight today. It's okay to feel sad—you don't have to rush through it. Here are some gentle ways to care for yourself right now.
1433,sad,I feel emotionally drained and down.,9,7.6,10,6,9,light_humor,0.56,stretch_body,drink_water,listen_music,deep_breathing,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
1434,stressed,I have too many things to finish today and I feel overwhelmed.,5,8.2,5,5,3,quotes,-0.57,digital_detox,positive_affirmation,deep_breathing,listen_music,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
1435,burned_out,I feel completely burned out from work and responsibilities.,10,8.2,6,3,5,light_humor,-0.73,mindfulness_exercise,write_journal,drink_tea,gratitude_list,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
1436,anxious,My heart is racing and I can't calm down.,8,5.0,9,2,6,light_humor,-0.94,gratitude_list,deep_breathing,write_journal,listen_music,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
1437,lonely,I feel like I don't have anyone to talk to today.,2,4.8,9,3,9,suggestions,-0.7,listen_music,deep_breathing,call_friend,watch_funny_video,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
1438,stressed,I keep thinking about everything I have to do and it's exhausting.,1,3.7,10,6,2,quotes,1.0,positive_affirmation,listen_music,5_min_meditation,nature_break,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
1439,sad,I feel emotionally drained and down.,7,8.5,1,3,4,quotes,0.3,short_walk,digital_detox,5_min_meditation,nature_break,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
1440,anxious,I keep worrying about small things and can't focus.,2,8.4,1,3,6,guided_steps,-0.87,mindfulness_exercise,drink_tea,nature_break,write_journal,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
1441,angry,I feel frustrated and irritated about what happened.,10,8.4,4,10,7,light_humor,0.03,watch_funny_video,write_journal,mindfulness_exercise,digital_detox,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
1442,angry,I'm really upset and it's hard to calm down.,5,6.0,5,6,4,suggestions,0.01,drink_water,listen_music,nature_break,digital_detox,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
1443,angry,I feel frustrated and irritated about what happened.,4,3.1,9,8,3,quick_exercises,-0.83,5_min_meditation,digital_detox,watch_funny_video,positive_affirmation,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
